"urdu","roman"
"مرا اور اس کا رابطہ تو ہاتہ اور دعا کا تہا","mira aur us ka rabta to haath aur dua ka tha"
"گلاب قیمت شگفت شام تک چکا سکی","gulab qimateshaguft shaam tak chuka sake"
"ادا وہ دہوپ کو ہوا جو قرض بہی صبا کا تہا","ada vo dhuup ko hua jo qarz bhi saba ka tha"
"بکہر گیا ہی پہول تو ہمیں سی پوچہ گچہ ہوئی","bikhar gaya hai phuul to hamin se puchhgachh hui"
"حساب باغباں سی ہی کیا دہرا ہوا کا تہا","hisab baghban se hai kiyadhara hava ka tha"
"لہو چشیدہ ہاتہ اس نی چوم کر دکہا دیا","lahuchashida haath us ne chuum kar dikha diya"
"جزا وہاں ملی جہاں کہ مرحلہ سزا کا تہا","jaza vahan mili jahan ki marhala saza ka tha"
"جو بارشوں سی قبل اپنا رزق گہر میں بہر چکا","jo barishon se qabl apna rizq ghar men bhar chuka"
"وہ شہر مور سی نہ تہا پہ دوربیں بلا کا تہا","vo shahremor se na tha pa durbin bala ka tha"
"گلاب ہاتہ میں ہو انکہ میں ستارہ ہو","gulab haath men ho aankh men sitara ho"
"کوئی وجود محبت کا استعارہ ہو","koi vajud mohabbat ka istiara ho"
"میں گہری پانی کی اس رو کی ساتہ بہتی رہوں","main gahre paani ki is rau ke saath bahti rahun"
"جزیرہ ہو کہ مقابل کوئی کنارہ ہو","jazira ho ki muqabil koi kinara ho"
"کبہی کبہار اسی دیکہ لیں کہیں مل لیں","kabhikabhar use dekh len kahin mil len"
"یہ کب کہا تہا کہ وہ خوش بدن ہمارا ہو","ye kab kaha tha ki vo khushbadan hamara ho"
"قصور ہو تو ہماری حساب میں لکہ جائی","qusur ho to hamare hisab men likh jaae"
"محبتوں میں جو احسان ہو تمہارا ہو","mohabbaton men jo ehsan ho tumhara ho"
"یہ اتنی رات گئی کون دستکیں دی گا","ye itni raat gae kaun dastaken dega"
"کہیں ہوا کا ہی اس نی نہ روپ دہارا ہو","kahin hava ka hi us ne na ruup dhara ho"
"افق تو کیا ہی در کہکشاں بہی چہو ائیں","ufuq to kya hai darekahkashan bhi chhu aaen"
"مسافروں کو اگر چاند کا اشارا ہو","musafiron ko agar chand ka ishara ho"
"میں اپنی حصی کی سکہ جس کی نام کر ڈالوں","main apne hisse ke sukh jis ke naam kar dalun"
"کوئی تو ہو جو مجہی اس طرح کا پیارا ہو","koi to ho jo mujhe is tarah ka pyara ho"
"اگر وجود میں اہنگ ہی تو وصل بہی ہی","agar vajud men ahang hai to vasl bhi hai"
"وہ چاہی نظم کا ٹکڑا کہ نثر پارہ ہو","vo chahe nazm ka tukda ki nasrpara ho"
"ہم نی ہی لوٹنی کا ارادہ نہیں کیا","ham ne hi lautne ka irada nahin kiya"
"اس نی بہی بہول جانی کا وعدہ نہیں کیا","us ne bhi bhuul jaane ka vaada nahin kiya"
"دکہ اوڑہتی نہیں کبہی جشن طرب میں ہم","dukh odhte nahin kabhi jashnetarab men ham"
"ملبوس دل کو تن کا لبادہ نہیں کیا","malbusedil ko tan ka labada nahin kiya"
"جو غم ملا ہی بوجہ اٹہایا ہی اس کا خود","jo gham mila hai bojh uthaya hai us ka khud"
"سر زیر بار ساغر و بادہ نہیں کیا","sar zerebaresagharobada nahin kiya"
"کار جہاں ہمیں بہی بہت تہی سفر کی شام","karejahan hamen bhi bahut the safar ki shaam"
"اس نی بہی التفات زیادہ نہیں کیا","us ne bhi iltifat ziyada nahin kiya"
"امد پہ تیری عطر و چراغ و سبو نہ ہوں","aamad pe teri itr o charagh o subu na hon"
"اتنا بہی بود و باش کو سادہ نہیں کیا","itna bhi budobash ko saada nahin kiya"
"حرف تازہ نئی خوشبو میں لکہا چاہتا ہی","harfetaza nai khushbu men likha chahta hai"
"باب اک اور محبت کا کہلا چاہتا ہی","baab ik aur mohabbat ka khula chahta hai"
"ایک لمحی کی توجہ نہیں حاصل اس کی","ek lamhe ki tavajjoh nahin hasil us ki"
"اور یہ دل کہ اسی حد سی سوا چاہتا ہی","aur ye dil ki use had se siva chahta hai"
"اک حجاب تہہ اقرار ہی مانع ورنہ","ik hijabetaheiqrar hai maane varna"
"گل کو معلوم ہی کیا دست صبا چاہتا ہی","gul ko malum hai kya dastesaba chahta hai"
"ریت ہی ریت ہی اس دل میں مسافر میری","ret hi ret hai is dil men musafir mere"
"اور یہ صحرا ترا نقش کف پا چاہتا ہی","aur ye sahra tira naqshekafepa chahta hai"
"یہی خاموشی کئی رنگ میں ظاہر ہوگی","yahi khamoshi kai rang men zahir hogi"
"اور کچہ روز کہ وہ شوخ کہلا چاہتا ہی","aur kuchh roz ki vo shokh khula chahta hai"
"رات کو مان لیا دل نی مقدر لیکن","raat ko maan liya dil ne muqaddar lekin"
"رات کی ہاتہ پہ اب کوئی دیا چاہتا ہی","raat ke haath pe ab koi diya chahta hai"
"تیری پیمانی میں گردش نہیں باقی ساقی","tere paimane men gardish nahin baaqi saaqi"
"اور تری بزم سی اب کوئی اٹہا چاہتا ہی","aur tiri bazm se ab koi utha chahta hai"
"اک ہنر تہا کمال تہا کیا تہا","ik hunar tha kamal tha kya tha"
"مجہ میں تیرا جمال تہا کیا تہا","mujh men tera jamal tha kya tha"
"تیری جانی پہ اب کی کچہ نہ کہا","tere jaane pe ab ke kuchh na kaha"
"دل میں ڈر تہا ملال تہا کیا تہا","dil men dar tha malal tha kya tha"
"برق نی مجہ کو کر دیا روشن","barq ne mujh ko kar diya raushan"
"تیرا عکس جلال تہا کیا تہا","tera aksejalal tha kya tha"
"ہم تک ایا تو بہر لطف و کرم","ham tak aaya tu bahrelutfokaram"
"تیرا وقت زوال تہا کیا تہا","tera vaqtezaval tha kya tha"
"جس نی تہہ سی مجہی اچہال دیا","jis ne tah se mujhe uchhal diya"
"ڈوبنی کا خیال تہا کیا تہا","dubne ka khayal tha kya tha"
"جس پہ دل ساری عہد بہول گیا","jis pe dil saare ahd bhuul gaya"
"بہولنی کا سوال تہا کیا تہا","bhulne ka saval tha kya tha"
"تتلیاں تہی ہم اور قضا کی پاس","titliyan the ham aur qaza ke paas"
"سرخ پہولوں کا جال تہا کیا تہا","surkh phulon ka jaal tha kya tha"
"جستجو کہوئی ہوؤں کی عمر بہر کرتی رہی","justuju khoe huon ki umr bhar karte rahe"
"چاند کی ہم راہ ہم ہر شب سفر کرتی رہی","chand ke hamrah ham har shab safar karte rahe"
"راستوں کا علم تہا ہم کو نہ سمتوں کی خبر","raston ka ilm tha ham ko na samton ki khabar"
"شہر نامعلوم کی چاہت مگر کرتی رہی","shahrenamalum ki chahat magar karte rahe"
"ہم نی خود سی بہی چہپایا اور ساری شہر کو","ham ne khud se bhi chhupaya aur saare shahr ko"
"تیری جانی کی خبر دیوار و در کرتی رہی","tere jaane ki khabar divarodar karte rahe"
"وہ نہ ائی گا ہمیں معلوم تہا اس شام بہی","vo na aaega hamen maalum tha is shaam bhi"
"انتظار اس کا مگر کچہ سوچ کر کرتی رہی","intizar us ka magar kuchh soch kar karte rahe"
"اج ایا ہی ہمیں بہی ان اڑانوں کا خیال","aaj aaya hai hamen bhi un udanon ka khayal"
"جن کو تیری زعم میں بی بال و پر کرتی رہی","jin ko tere zoam men bebalopar karte rahe"
"کمال ضبط کو خود بہی تو ازماؤں گی","kamalezabt ko khud bhi to azmaungi"
"میں اپنی ہاتہ سی اس کی دلہن سجاؤں گی","main apne haath se us ki dulhan sajaungi"
"سپرد کر کی اسی چاندنی کی ہاتہوں میں","supurd kar ke use chandni ke hathon men"
"میں اپنی گہر کی اندہیروں کو لوٹ اؤں گی","main apne ghar ke andheron ko laut aungi"
"بدن کی کرب کو وہ بہی سمجہ نہ پائی گا","badan ke karb ko vo bhi samajh na paega"
"میں دل میں روؤں گی انکہوں میں مسکراؤں گی","main dil men roungi ankhon men muskuraungi"
"وہ کیا گیا کہ رفاقت کی ساری لطف گئی","vo kya gaya ki rifaqat ke saare lutf gae"
"میں کس سی روٹہ سکوں گی کسی مناؤں گی","main kis se ruuth sakungi kise manaungi"
"اب اس کا فن تو کسی اور سی ہوا منسوب","ab us ka fan to kisi aur se hua mansub"
"میں کس کی نظم اکیلی میں گنگناؤں گی","main kis ki nazm akele men gungunaungi"
"وہ ایک رشتۂ بی نام بہی نہیں لیکن","vo ek rishtaebenam bhi nahin lekin"
"میں اب بہی اس کی اشاروں پہ سر جہکاؤں گی","main ab bhi us ke isharon pe sar jhukaungi"
"بچہا دیا تہا گلابوں کی ساتہ اپنا وجود","bichha diya tha gulabon ke saath apna vajud"
"وہ سو کی اٹہی تو خوابوں کی راکہ اٹہاؤں گی","vo so ke utthe to khvabon ki raakh uthaungi"
"سماعتوں میں گہنی جنگلوں کی سانسیں ہیں","samaaton men ghane jangalon ki sansen hain"
"میں اب کبہی تری اواز سن نہ پاؤں گی","main ab kabhi tiri avaz sun na paungi"
"جواز ڈہونڈ رہا تہا نئی محبت کا","javaz dhund raha tha nai mohabbat ka"
"وہ کہہ رہا تہا کہ میں اس کو بہول جاؤں گی","vo kah raha tha ki main us ko bhuul jaungi"
"کہلی انکہوں میں سپنا جہانکتا ہی","khuli ankhon men sapna jhankta hai"
"وہ سویا ہی کہ کچہ کچہ جاگتا ہی","vo soya hai ki kuchh kuchh jagta hai"
"تری چاہت کی بہیگی جنگلوں میں","tiri chahat ke bhige jangalon men"
"مرا تن مور بن کر ناچتا ہی","mira tan mor ban kar nachta hai"
"مجہی ہر کیفیت میں کیوں نہ سمجہی","mujhe har kaifiyat men kyuun na samjhe"
"وہ میری سب حوالی جانتا ہی","vo mere sab havale janta hai"
"میں اس کی دسترس میں ہوں مگر وہ","main us ki dastaras men huun magar vo"
"مجہی میری رضا سی مانگتا ہی","mujhe meri raza se mangta hai"
"کسی کی دہیان میں ڈوبا ہوا دل","kisi ke dhyan men duuba hua dil"
"بہانی سی مجہی بہی ٹالتا ہی","bahane se mujhe bhi talta hai"
"سڑک کو چہوڑ کر چلنا پڑی گا","sadak ko chhod kar chalna padega"
"کہ میری گہر کا کچا راستہ ہی","ki mere ghar ka kachcha rasta hai"
"کچہ فیصلہ تو ہو کہ کدہر جانا چاہیی","kuchh faisla to ho ki kidhar jaana chahiye"
"پانی کو اب تو سر سی گزر جانا چاہیی","paani ko ab to sar se guzar jaana chahiye"
"نشتر بدست شہر سی چارہ گری کی لو","nashtarbadast shahr se charagari ki lau"
"ای زخم بی کسی تجہی بہر جانا چاہیی","ai zakhmebekasi tujhe bhar jaana chahiye"
"ہر بار ایڑیوں پہ گرا ہی مرا لہو","har baar ediyon pe gira hai mira lahu"
"مقتل میں اب بہ طرز دگر جانا چاہیی","maqtal men ab batarzedigar jaana chahiye"
"کیا چل سکیں گی جن کا فقط مسئلہ یہ ہی","kya chal sakenge jin ka faqat masala ye hai"
"جانی سی پہلی رخت سفر جانا چاہیی","jaane se pahle rakhtesafar jaana chahiye"
"سارا جوار بہاٹا مری دل میں ہی مگر","saara jvarbhata mire dil men hai magar"
"الزام یہ بہی چاند کی سر جانا چاہیی","ilzam ye bhi chand ke sar jaana chahiye"
"جب بہی گئی عذاب در و بام تہا وہی","jab bhi gae azabedarobam tha vahi"
"اخر کو کتنی دیر سی گہر جانا چاہیی","akhir ko kitni der se ghar jaana chahiye"
"تہمت لگا کی ماں پہ جو دشمن سی داد لی","tohmat laga ke maan pe jo dushman se daad le"
"ایسی سخن فروش کو مر جانا چاہیی","aise sukhanfarosh ko mar jaana chahiye"
"کچہ تو ہوا بہی سرد تہی کچہ تہا ترا خیال بہی","kuchh to hava bhi sard thi kuchh tha tira khayal bhi"
"دل کو خوشی کی ساتہ ساتہ ہوتا رہا ملال بہی","dil ko khushi ke saath saath hota raha malal bhi"
"بات وہ ادہی رات کی رات وہ پوری چاند کی","baat vo aadhi raat ki raat vo puure chand ki"
"چاند بہی عین چیت کا اس پہ ترا جمال بہی","chand bhi ain chait ka us pe tira jamal bhi"
"سب سی نظر بچا کی وہ مجہ کو کچہ ایسی دیکہتا","sab se nazar bacha ke vo mujh ko kuchh aise dekhta"
"ایک دفعہ تو رک گئی گردش ماہ و سال بہی","ek dafa to ruk gai gardishemahosal bhi"
"دل تو چمک سکی گا کیا پہر بہی تراش کی دیکہ لیں","dil to chamak sakega kya phir bhi tarash ke dekh len"
"شیشہ گران شہر کی ہاتہ کا یہ کمال بہی","shishagiraneshahr ke haath ka ye kamal bhi"
"اس کو نہ پا سکی تہی جب دل کا عجیب حال تہا","us ko na pa sake the jab dil ka ajiib haal tha"
"اب جو پلٹ کی دیکہیی بات تہی کچہ محال بہی","ab jo palat ke dekhiye baat thi kuchh muhal bhi"
"میری طلب تہا ایک شخص وہ جو نہیں ملا تو پہر","meri talab tha ek shakhs vo jo nahin mila to phir"
"ہاتہ دعا سی یوں گرا بہول گیا سوال بہی","haath dua se yuun gira bhuul gaya saval bhi"
"اس کی سخن طرازیاں میری لیی بہی ڈہال تہیں","us ki sukhantaraziyan mere liye bhi dhaal thiin"
"اس کی ہنسی میں چہپ گیا اپنی غموں کا حال بہی","us ki hansi men chhup gaya apne ghamon ka haal bhi"
"گاہ قریب شاہ رگ گاہ بعید وہم و خواب","gaah qaribeshahrag gaah baidevahmokhvab"
"اس کی رفاقتوں میں رات ہجر بہی تہا وصال بہی","us ki rafaqaton men raat hijr bhi tha visal bhi"
"اس کی ہی بازوؤں میں اور اس کو ہی سوچتی رہی","us ke hi bazuon men aur us ko hi sochte rahe"
"جسم کی خواہشوں پہ تہی روح کی اور جال بہی","jism ki khvahishon pe the ruuh ke aur jaal bhi"
"شام کی نا سمجہ ہوا پوچہ رہی ہی اک پتا","shaam ki nasamajh hava puchh rahi hai ik pata"
"موج ہوائی کوئی یار کچہ تو مرا خیال بہی","maujehavaekueyar kuchh to mira khayal bhi"
"کو بہ کو پہیل گئی بات شناسائی کی","kubaku phail gai baat shanasai ki"
"اس نی خوشبو کی طرح میری پذیرائی کی","us ne khushbu ki tarah meri pazirai ki"
"کیسی کہہ دوں کہ مجہی چہوڑ دیا ہی اس نی","kaise kah duun ki mujhe chhod diya hai us ne"
"بات تو سچ ہی مگر بات ہی رسوائی کی","baat to sach hai magar baat hai rusvai ki"
"وہ کہیں بہی گیا لوٹا تو مری پاس ایا","vo kahin bhi gaya lauta to mire paas aaya"
"بس یہی بات ہی اچہی مری ہرجائی کی","bas yahi baat hai achchhi mire harjai ki"
